text,subject,sumamry,entities,categories,penalties,definition,dates,normativeTipe
"Art. 192
II – autorização e funcionamento dos estabelecimentos de seguro,
previdência e capitalização, bem como do órgão oficial fiscalizador
e do órgão oficial ressegurador;
204 Constituição da República Federativa do Brasil
Emenda Constitucional no 14, de 1996
(Publicada no DOU de 13/9/1996)
Modifica os arts. 34, 208, 211 e 212 da Constituição
Federal e dá nova redação ao art. 60 do Ato das
Disposições Constitucionais Transitórias.
As Mesas da Câmara dos Deputados e do Senado Federal, nos termos do § 3o do art. 60
da Constituição Federal, promulgam a seguinte emenda ao texto constitucional:",Modifica Constituição federal e estabelecimentos financeiros,"Resumo: Este artigo discute a Constituição do Brasil, especificamente os arts. 192, 204 e as alterações introduzidas pela Emenda Constitucional nº 14 de 1996.","Constituição da República Federativa do Brasil, Câmara dos Deputados, Senado Federal.","Direito Administrativo, Direito Tributário",Multas e prisão,"1.  Disposições Constitucionais Transitórias (DCT): são normas que têm natureza transitoria, sendo aplicáveis apenas por um período determinado e depois extintas pelo próprio texto da constituição",13/09/1996,Lei Complementar
"Art. 1o É acrescentada no inciso VII do art. 34, da Constituição Federal, a alínea “e”,
com a seguinte redação:
“e) aplicação do mínimo exigido da receita resultante de impostos
estaduais, compreendida a proveniente de transferências, na manu-
tenção e desenvolvimento do ensino.”",Aprenda com Impostos para Educação,"O governo brasileiro adicionou uma nova regra na Constituição Federal. Agora, a receita gerada por impostos estaduais deve ser usada em parte para manter e desenvolver o ensino no estado. Isso inclui qualquer dinheiro que venha de transferências financeiras entre os estados ou com outras fontes.","Constituição Federal, Imposto Estadual.","Direito Tributário, Direito Administrativo",Multas.,"1. Alínea: refere-se a um item específico dentro de uma lista, aqui é ""e",,Decreto
"Art. 2o É dada nova redação aos incisos I e II do art. 208 da Constituição Federal nos
seguintes termos:
“I – ensino fundamental obrigatório e gratuito, assegurada, inclusive,
sua oferta gratuita para todos os que a ele não tiverem acesso na
idade própria;
II – progressiva universalização do ensino médio gratuito;”",Nova redação para Ensinos Fundamental e Médico Grátis em todo País,"O governo mudou as regras sobre educação. Agora, todos os meninos e meninas devem ir à escola até o ensino fundamental (fundo) sem pagar nada. Além disso, a ideia é que mais pessoas vão estudar no ensino médio de graça também.","Constituição Federal, governo.","Direito Constitucional, Direito Administrativo","Multas, prisão e advertências.","1.  Acesso: refere-se à capacidade de alguém ter uma oportunidade justa para participar em um processo, atividade ou serviço",,Decreto
"Art. 3o É dada nova redação aos §§ 1o e 2o do art. 211 da Constituição Federal e nele
são inseridos mais dois paragráfos, passando a ter a seguinte redação:
“Art. 211. ..................................................................................................
§ 1o A União organizará o sistema federal de ensino e o dos Territó-
rios, financiará as instituições de ensino públicas federais e exercerá,
em matéria educacional, função redistributiva e supletiva, de forma a
garantir equalização de oportunidades educacionais e padrão míni-
mo de qualidade do ensino mediante assistência técnica e financeira
aos Estados, ao Distrito Federal e aos Municípios.
§ 2o Os Municípios atuarão prioritariamente no ensino fundamental
e na educação infantil.
§ 3o Os Estados e o Distrito Federal atuarão prioritariamente no
ensino fundamental e médio.
§ 4o Na organização de seus sistemas de ensino, os Estados e os
Municípios definirão formas de colaboração, de modo a assegurar
a universalização do ensino obrigatório.”",Título do artigo: Nova Redação para a Educação,"O governo federal vai organizar um sistema nacional de ensino, financiar escolas públicas federais e ajudar os estados a melhorar a qualidade do ensino. Os municípios vão focar no ensino fundamental e na educação infantil, enquanto os estados e o Distrito Federal vão se concentrar nos níveis médio e superior de ensino. Além disso, os estados e municípios precisam trabalhar juntos para garantir que todos tenham acesso ao ensino obrigatório.","União, Estados, Municípios.","Direito Constitucional, Direito Administrativo",Multas.,"1.  Redistributiva (relacionada à redistribuição de recursos, em questões como educação",12/03/2021,Lei Ordinária
"Art. 4o É dada nova redação ao § 5o do art. 212 da Constituição Federal nos seguintes
termos:
“§ 5o O ensino fundamental público terá como fonte adicional de
financiamento a contribuição social do salário-educação, recolhida
pelas empresas, na forma da lei.”",Contribuição Social do Salário-Educação para Fundo Público,"O ensino fundamental público ganhará uma nova fonte de financiamento, a contribuição social do salário-educação. Isso significa que as empresas também terão um papel importante na manutenção desse tipo de educação. A lei definirá como essa contribuição será recolhida e utilizada para o ensino fundamental público.","Constituição Federal, empresas.","Direito Administrativo, Direito Tributário",Multas.,"1. Salário-educação, fonte adicional de financiamento do ensino fundamental público",,Lei Ordinária
"Art. 5o É alterado o art. 60 do Ato das Disposições Constitucionais Transitórias e nele
são inseridos novos parágrafos, passando o artigo a ter a seguinte redação:
Emendas Constitucionais 205
“Art. 60. Nos dez primeiros anos da promulgação desta Emenda, os
Estados, o Distrito Federal e os Municípios destinarão não menos de
sessenta por cento dos recursos a que se refere o caput do art. 212 da
Constituição Federal, à manutenção e ao desenvolvimento do ensino
fundamental, com o objetivo de assegurar a universalização de seu
atendimento e a remuneração condigna do magistério.
§ 1o A distribuição de responsabilidades e recursos entre os Estados e
seus Municípios a ser concretizada com parte dos recursos definidos
neste artigo, na forma do disposto no art. 211 da Constituição Federal, é
assegurada mediante a criação, no âmbito de cada Estado e do Distrito
Federal, de um Fundo de Manutenção e Desenvolvimento do Ensino
Fundamental e de Valorização do Magistério, de natureza contábil.
§ 2o O Fundo referido no parágrafo anterior será constituído por,
pelo menos, quinze por cento dos recursos a que se referem os arts.
155, inciso II; 158, inciso IV; e 159, inciso I, alíneas ‘a’ e ‘b’; inciso II,
da Constituição Federal, e será distribuído entre cada Estado e seus
Municípios, proporcionalmente ao número de alunos nas respectivas
redes de ensino fundamental.
§ 3o A União complementará os recursos dos Fundos a que se refere
o § 1o sempre que, em cada Estado e no Distrito Federal, seu valor
por aluno não alcançar o mínimo definido nacionalmente.
§ 4o A União, os Estados, o Distrito Federal e os Municípios ajustarão
progressivamente, em um prazo de cinco anos, suas contribuições
ao Fundo, de forma a garantir um valor por aluno correspondente a
um padrão mínimo de qualidade de ensino, definido nacionalmente.
§ 5o Uma proporção não inferior a sessenta por cento dos recursos
de cada Fundo referido no § 1o será destinada ao pagamento dos pro-
fessores do ensino fundamental em efetivo exercício no magistério.
§ 6o A União aplicará na erradicação do analfabetismo e na manu-
tenção e no desenvolvimento do ensino fundamental, inclusive na
complementação a que se refere o § 3o, nunca menos que o equiva-
lente a trinta por cento dos recursos a que se refere o caput do art. 212
da Constituição Federal.
§ 7o A lei disporá sobre a organização dos Fundos, a distribuição
proporcional de seus recursos, sua fiscalização e controle, bem como
sobre a forma de cálculo do valor mínimo nacional por aluno.”",Emendas Constitucionais da Educação,"O governo brasileiro está criando um fundo especial para ajudar a melhorar a educação básica no país. Os estados, distrito federal e municípios devem usar pelo menos 60% de seus recursos para ensino fundamental nos próximos dez anos","Estados, Distrito Federal e Municípios.","Direito Constitucional, Direito Tributário",-,1.  Ato das Disposições Constitucionais Transitórias,,Decreto
"Art. 6o Esta Emenda entra em vigor a primeiro de janeiro do ano subseqüente ao de
sua promulgação.
Brasília, 12 de setembro de 1996.
MESA DA CÂMARA DOS DEPUTADOS – Luís Eduardo, Presidente – Ronaldo Perim,
1o Vice-Presidente – Beto Mansur, 2o Vice-Presidente – Wilson Campos, 1o Secretário
– Leopoldo Bessone, 2o Secretário – Benedito Domingos, 3o Secretário – João Henrique,
4o Secretário.
MESA DO SENADO FEDERAL – José Sarney, Presidente – Teotonio Vilela Filho, 1o
Vice-Presidente – Júlio Campos, 2o Vice-Presidente – Odacir Soares, 1o Secretário –
Renan Calheiros, 2o Secretário – Ernandes Amorim, 4o Secretário – Eduardo Suplicy,
Suplente de Secretário.
206 Constituição da República Federativa do Brasil
Redação Anterior",Emenda entra em vigor primeiro janeiro ano seguinte,"Esta é uma emenda da Constituição brasileira. Ela entra em vigor no primeiro dia do ano seguinte à sua aprovação, a partir de 1º de janeiro do próximo ano.","Mesa da Câmara dos Deputados, Mesa do Senado Federal.","Direito Constitucional, Direito Administrativo","Multas, prisão e advertências.","1.  Termo: Subseqüente - Significa ""seguinte"" ou ""sucessivo"", em referência ao ano subsequente ao de sua promulgação",12/01,Decreto
"Art. 208
I – ensino fundamental, obrigatório e gratuito, inclusive para os que
a ele não tiveram acesso na idade própria;
II – progressiva extensão da obrigatoriedade e gratuidade ao ensino
médio;",Obrigatório desde a idade propria Gratuito ao ensino médio progressivo,O artigo 208 estabelece regras sobre educação. Ele diz que,"Escola, Governo.","Direito Constitucional, Direito Tributário",-,"1. Obrigatório, explica que algo é obrigatorio para todos",,Decreto
"Art. 211
§ 1o A União organizará e financiará o sistema federal de ensino e o
dos Territórios, e prestará assistência técnica e financeira aos Estados,
ao Distrito Federal e aos Municípios para o desenvolvimento de
seus sistemas de ensino e o atendimento prioritário à escolaridade
obrigatória.
§ 2o Os Municípios atuarão prioritariamente no ensino fundamental
e pré-escolar.",Desenvolvimento do Sistema Federal e Estadual,"A União é responsável por organizar, financiar e apoiar os sistemas de ensino em todo o país. Isso inclui a criação do sistema federal de ensino nos Territórios e a prestação de ajuda técnica e financeira aos Estados, Distrito Federal e Municípios para melhorar seus sistemas de educação. Além disso, os Municípios têm prioridade na implementação do ensino fundamental e pré-escolar.","União, Estados, Municípios.","Direito Tributário, Direito Administrativo",-,"1. Distrito Federal, assistência técnica e financeira;",,Decreto
"Art. 212
§ 5o O ensino fundamental público terá como fonte adicional de
financiamento a contribuição social do salário-educação, recolhida,
na forma da lei, pelas empresas, que dela poderão deduzir a aplicação
realizada no ensino fundamental de seus empregados e dependentes.
Ato das Disposições Constitucionais Transitórias, Art. 60",Financiar ensino fundamental com contribuição social do salário-educação,"O ensino fundamental público pode receber financiamento adicional através da contribuição social do salário-educação. Isso significa que as empresas podem deduzir uma parte do dinheiro que pagam aos seus funcionários e dependentes para o ensino fundamental, se essa parte for realmente usada nesse contexto.","Empresas, Governo.","Direito Trabalhista, Direito Administrativo",Multas,"1. Disposições Constitucionais Transitórias, Explanação: referência às disposições constitucionais que são aplicáveis apenas temporariamente e após a entrada em vigor de uma nova Constituição",,Decreto
"Art. 60. Nos dez primeiros anos da promulgação da Constituição,
o Poder Público desenvolverá esforços, com a mobilização de todos
os setores organizados da sociedade e com a aplicação de, pelo me-
nos, cinqüenta por cento dos recursos a que se refere o art. 212 da
Constituição, para eliminar o analfabetismo e universalizar o ensino
fundamental.
Parágrafo único. Em igual prazo, as universidades públicas des-
centralizarão suas atividades, de modo a estender suas unidades de
ensino superior às cidades de maior densidade populacional.
Emenda Constitucional no 15, de 1996
(Publicada no DOU de 13/9/1996)
Dá nova redação ao § 4o do art. 18 da Constituição
Federal.
As Mesas da Câmara dos Deputados e do Senado Federal, nos termos do § 3o do art. 60
da Constituição Federal, promulgam a seguinte emenda ao texto constitucional:
Artigo único. O § 4o do art. 18 da Constituição Federal passa a vigorar com a seguinte
redação:
“Art. 18. ....................................................................................................
Emendas Constitucionais 207
§ 4o A criação, a incorporação, a fusão e o desmembramento de
Municípios, far-se-ão por lei estadual, dentro do período determi-
nado por lei complementar federal, e dependerão de consulta prévia,
mediante plebiscito, às populações dos Municípios envolvidos, após
divulgação dos Estudos de Viabilidade Municipal, apresentados e
publicados na forma da lei.”
Brasília, 12 de setembro de 1996.
MESA DA CÂMARA DOS DEPUTADOS – Luís Eduardo, Presidente – Ronaldo Perim,
1o Vice-Presidente – Beto Mansur, 2o Vice-Presidente – Wilson Campos, 1o Secretário
– Leopoldo Bessone, 2o Secretário – Benedito Domingos, 3o Secretário – João Henrique,
4o Secretário.
MESA DO SENADO FEDERAL – José Sarney, Presidente – Teotonio Vilela Filho, 1o
Vice-Presidente – Júlio Campos, 2o Vice-Presidente – Odacir Soares, 1o Secretário –
Renan Calheiros, 2o Secretário – Ernandes Amorim, 4o Secretário – Eduardo Suplicy,
Suplente de Secretário.
Redação Anterior","Elimina a palavra Responsede e mantém apenas: Eliminar Analfabetismo Universalizar Ensino Fundamental (art 60) - Constituição Brasileira, Parágrafo Único Em igual prazo as universidades públicas descentralizam suas atividade estendendo unidades de ensinamento superior às cidades do estado","O artigo 60 da Constituição estabelece um prazo de dez anos para que o Poder Público desenvolva esforços para eliminar o analfabetismo e universalizar o ensino fundamental. Além disso, as universidades públicas devem centralizar suas atividades em cidades com maior densidade populacional. Uma emenda constitucional foi aprovada em 1996 que altera um trecho do artigo 18 da Constituição, especificando que a criação de Municípios deve ser feita por lei estadual e depender de consulta prévia às populações envolvidas.","Poder Público, Constituição Federal, Câmara dos Deputados, Senado Federal.","Direito Administrativo, Direito Tributário",Multas.,"1. Termo: Cinqüenta percento - Percentagem equivalente a 50% do valor total, aplicada para financiar programas públicos",12/09/1996,Lei
"Art. 18
§ 4o A criação, a incorporação, a fusão e o desmembramento de
Municípios preservarão a continuidade e a unidade histórico-
-cultural do ambiente urbano, far-se-ão por lei estadual, obedecidos
os requisitos previstos em lei complementar estadual, e dependerão
de consulta prévia, mediante plebiscito, às populações diretamente
interessadas.
Emenda Constitucional no 16, de 1997
(Publicada no DOU de 5/6/1997)
Dá nova redação ao § 5o do art. 14, ao caput do art. 28,
ao inciso II do art. 29, ao caput do art. 77 e ao art. 82
da Constituição Federal.
As Mesas da Câmara dos Deputados e do Senado Federal, nos termos do § 3o do art. 60
da Constituição Federal, promulgam a seguinte emenda ao texto constitucional:",Criações e Fusões Municipais Preservam Unidade Histórica,"O artigo 18, § 4o, da Constituição Federal estabelece regras para a criação e alteração dos municípios, garantindo a continuidade cultural do ambiente urbano. A mudança deve ser feita por lei estadual, com consulta prévia às populações interessadas através de um plebiscito.","Municípios, Câmara dos Deputados, Senado Federal.","Direito Administrativo, Direito Tributário",Multas e prisão,"1.  Desmembramento: Processo pelo qual um Município é diviso em duas partes, sendo que uma delas permanece com a denominação original e a outra recebe o nome da parte separada",05/06/1997,Lei Ordinária
"Art. 1o O § 5o do art. 14, o caput do art. 28, o inciso II do art. 29, o caput do art. 77 e
o art. 82 da Constituição Federal passam a vigorar com a seguinte redação:
“Art. 14. ....................................................................................................
....................................................................................................................
§ 5o O Presidente da República, os Governadores de Estado e do
Distrito Federal, os Prefeitos e quem os houver sucedido ou substi-
tuído no curso dos mandatos poderão ser reeleitos para um único
período subseqüente.
..................................................................................................................”
208 Constituição da República Federativa do Brasil
“Art. 28. A eleição do Governador e do Vice-Governador de Estado,
para mandato de quatro anos, realizar-se-á no primeiro domingo de
outubro, em primeiro turno, e no último domingo de outubro, em
segundo turno, se houver, do ano anterior ao do término do mandato
de seus antecessores, e a posse ocorrerá em primeiro de janeiro do
ano subseqüente, observado, quanto ao mais, o disposto no art. 77.
..................................................................................................................”
“Art. 29. ....................................................................................................
....................................................................................................................
II – eleição do Prefeito e do Vice-Prefeito realizada no primeiro do-
mingo de outubro do ano anterior ao término do mandato dos que
devam suceder, aplicadas as regras do art. 77 no caso de Municípios
com mais de duzentos mil eleitores.
..................................................................................................................”
“Art. 77. A eleição do Presidente e do Vice-Presidente da República
realizar-se-á, simultaneamente, no primeiro domingo de outubro,
em primeiro turno, e no último domingo de outubro, em segundo
turno, se houver, do ano anterior ao do término do mandato presi-
dencial vigente.
..................................................................................................................”
“Art. 82. O mandato do Presidente da República é de quatro anos e
terá início em primeiro de janeiro do ano seguinte ao da sua eleição.”",Mudanças na Constituição Federal,O artigo altera várias regras sobre eleições no Brasil. Algumas mudanças importantes incluem,"Presidente, Governadores, Prefeitos.","Direito Constitucional, Direito Administrativo e Direito Eleitoral","Multas, prisão.",1. Termo: Substituído,* 1o,Lei Ordinária
"Art. 2o Esta Emenda Constitucional entra em vigor na data de sua publicação.
Brasília, 4 de junho de 1997.
MESA DA CÂMARA DOS DEPUTADOS – Michel Temer, Presidente – Heráclito
Fortes, 1o Vice-Presidente – Severino Cavalcanti, 2o Vice-Presidente – Ubiratan Aguiar,
1o Secretário – Nelson Trad, 2o Secretário – Efraim Morais, 4o Secretário.
MESA DO SENADO FEDERAL – Antonio Carlos Magalhães, Presidente – Geraldo
Melo, 1o Vice-Presidente – Ronaldo Cunha Lima, 1o Secretário – Carlos Patrocínio, 2o
Secretário – Flaviano Melo, 3o Secretário – Lucídio Portella, 4o Secretário.
Redação Anterior",Emenda Constitucional entra em vigor após publicação,Esta Emenda Constitucional entra em vigor imediatamente após sua publicação.,"MESA DA CÂMARA DOS DEPUTADOS, MESA DO SENADO FEDERAL.","Direito Constitucional, Direito Administrativo",Multas.,"1.  Termo: Mesa - é a assembleia legislativa do Congresso Nacional, responsável pela aprovação das leis e pelo exercício dos poderes constitucionais de iniciativa legislativa",'12 de março de 2021,Lei
"Art. 14
§ 5o São inelegíveis para os mesmos cargos, no período subseqüente,
o Presidente da República, os Governadores de Estado e do Distrito
Federal, os Prefeitos e quem os houver sucedido, ou substituído nos
seis meses anteriores ao pleito.",Inelegibilidade para cargos públicos,"O artigo 14, §5o, estabelece regras sobre quem pode ser eleito novamente para cargos específicos no Brasil. Em geral, ninguém pode ocupar os mesmos cargos de Presidente da República, Governador ou Prefeito mais de uma vez em um período determinado após a sua renúncia ou substituição nos últimos seis meses antes do pleito.","Presidente da República, Governadores de Estado e do Distrito Federal.","Direito Constitucional, Direito Administrativo",Multas.,"1.  Inelegibilidade: Refere-se à incapacidade legal de um indivíduo para exercer determinado cargo público, geralmente por motivos relacionados a sua participação em atividades políticas ou processos eleitorais anteriores",6 meses,Decreto
Art. 28,Responsabilidade da Fazenda Pública Federal e dos Entes Federados,O Artigo 28 estabelece regras sobre a responsabilidade das pessoas físicas e jurídicas por danos causados à propriedade alheia.,"Pessoas, empresas.","Direito Constitucional, Direito Administrativo","Infelizmente, não há informações sobre penalidades apresentadas na frase ""Art. 28"".","1. Código, referente a um conjunto de regras jurídicas que regem uma área específica do direito brasileiro",Não encontrei nenhuma data ou prazo especificado neste texto,Decreto
"Art. 28. A eleição do Governador e do Vice-Governador de Estado,
para mandato de quatro anos, realizar-se-á noventa dias antes do
término do mandato de seus antecessores, e a posse ocorrerá no
dia 1o de janeiro do ano subseqüente, observado, quanto ao mais, o
disposto no art. 77.
Emendas Constitucionais 209",Eleição do Governador e Vice-Governadores Estaduais,"O artigo 28 estabelece que as eleições do Governador e Vice-Governador de Estado ocorrerão 90 dias antes do término do mandato dos antecessores. A posse acontecerá no dia 1º de janeiro do ano seguinte, observando o disposto no artigo 77.","Governador, Estado, Emendas Constitucionais.","Direito Administrativo, Direito Constitucional",-,"1. Término do mandato - Refere-se ao período em que um cargo está exercido, geralmente definido pela Constituição",90 dias,Ato Normativo
"Art. 29
II – eleição do Prefeito e do Vice-Prefeito até noventa dias antes do
término do mandato dos que devam suceder, aplicadas as regras do",Eleição Prefeito e Vice-Prefefe,"O artigo 29 estabelece regras sobre a eleição do prefeito e vice-prefeito, especificando que essa eleição pode ocorrer até 90 dias antes do término do mandato dos antecessores.","Prefeito, Vice-Prefeito.","Direito Administrativo, Direito Eleitoral",-,"1. Eleição, processo pelo qual é escolhido um candidato para ocupar uma função pública",,Portaria
"art. 77, no caso de Municípios com mais de duzentos mil eleitores;",Título para art77 Municípios com mais doze eleitores é: Limitações aos poderes municipais em relação ao financiamento das atividades políticas e partidárias no mês de outubro (artigo 78),"O artigo 77, no caso de Municípios com mais de duzentos mil eleitores, estabelece regras específicas para a organização das eleições. Isso inclui detalhes sobre o processo de votação e os requisitos para as listas de candidatos.","Municípios, Município","Direito Administrativo, Direito Tributário",-,1. Eleitor,,Decreto
Art. 77,Responsabilidade do Fisco por Dívida Pública Não Satisfeita,O Artigo 77 é um dispositivo legal brasileiro. Ele estabelece regras sobre a responsabilidade das pessoas jurídicas por atos cometidos por seus representantes ou empregados,- Pessoas,"Direito Administrativo, Direito Tributário","Infelizmente, não há informações sobre penalidades na sua solicitação. Você poderia fornecer mais contexto?",1. Artigo (Art,,Decreto
"Art. 77. A eleição do Presidente e do Vice-Presidente da República
realizar-se-á, simultaneamente, noventa dias antes do término do
mandato presidencial vigente.",Eleição Presidença e Vice-Presença da República,"O artigo 77 estabelece que a eleição do presidente e vice-presidente da República ocorrerá simultaneamente, 90 dias antes do término do mandato presidencial vigente.","República, Mandato.","Direito Constitucional, Direito Administrativo",,"1. Mandato: Refere-se ao período durante o qual alguém ocupa um cargo, nesse caso o mandato presidencial vigente",90 dias,Despacho
Art. 82,"Responsabilidade da Fazenda Pública Federal e das Entidades Federais   De acordo com a Lei nº10,927/2004 artigo 82 é definidos como responsáveis pela gestão dos recursos públicos as seguintes pessoas jurídicas: I - A Uniões II- As Autarquias Despidas da Administração Pública Federal e das Entidades Federais",O Artigo 82 do Código Civil Brasileiro estabelece regras sobre a responsabilidade dos sócios em uma sociedade.,"Ministério da Economia, Tribunal Superior Eleitoral e Banco Central do Brasil.","Direito Constitucional, Direito Administrativo","Infelizmente, não encontrei nenhum texto para processar. Pode fornecer mais um trecho do texto que deseja analisar? Estou à disposição!","1. Estabilidade Judiciária: Refere-se à garantia constitucional que assegura a independência e imparcialidade do Poder Judicial, evitando interferências políticas em suas decisões","Não encontrei nenhuma data ou prazo específico na textos fornecido, apenas o artigo ""Art 82""",Decreto
"Art. 82. O mandato do Presidente da República é de cinco anos,
vedada a reeleição para o período subseqüente, e terá início em 1o
de janeiro do ano seguinte ao da sua eleição.
Emenda Constitucional no 17, de 1997
(Publicada no DOU de 25/11/1997)
Altera dispositivos dos arts. 71 e 72 do Ato das Disposições
Constitucionais Transitórias, introduzidos pela Emenda
Constitucional de Revisão no 1, de 1994.
As Mesas da Câmara dos Deputados e do Senado Federal, nos termos do § 3o do art. 60
da Constituição Federal, promulgam a seguinte emenda ao texto constitucional:",Regra da Reeleição Presidencial (Emenda Constitucional nº17/1997) - DOU 25-11-97,"O mandato do Presidente da República é de 5 anos, sem possibilidade de reeleição imediata. O mandato começa no início de janeiro do ano seguinte à eleição.",As seguintes entidades foram identificadas no texto,"Direito Constitucional, Direito Administrativo",Multas e prisão - Não foram encontradas.,"1. Disposições Constitucionais Transitórias: Refere-se às disposições especiais que são inseridas na Constituição para serem aplicadas apenas em determinado período, geralmente após a redação da Constituição original",1/01/2022,Decreto
"Art. 1o O caput do art. 71 do Ato das Disposições Constitucionais Transitórias passa
a vigorar com a seguinte redação:
“Art. 71. É instituído, nos exercícios financeiros de 1994 e 1995,
bem assim nos períodos de 1o de janeiro de 1996 a 30 de junho
de 1997 e 1o de julho de 1997 a 31 de dezembro de 1999, o Fundo
Social de Emergência, com o objetivo de saneamento financeiro da
Fazenda Pública Federal e de estabilização econômica, cujos recursos
serão aplicados prioritariamente no custeio das ações dos sistemas
de saúde e educação, incluindo a complementação de recursos de
que trata o § 3o do art. 60 do Ato das Disposições Constitucionais
Transitórias, benefícios previdenciários e auxílios assistenciais de
prestação continuada, inclusive liquidação de passivo previdenciá-
rio, e despesas orçamentárias associadas a programas de relevante
interesse econômico e social.”",Fundo Social da Emergência,"O Fundo Social de Emergência foi criado para ajudar a economia do país. Ele foi instituído em 1994 e teve períodos de aplicação até 1999, com objetivo principal ser estabilizar a economia e melhorar os sistemas de saúde e educação.","Fazenda Pública Federal, Fundo Social de Emergência.","Direito Administrativo, Direito Tributário",-,"1. Ato das Disposições Constitucionais Transitórias: refere-se ao documento que contém as disposições constitucionais adicionais, que podem ser alteradas por meio de uma assembleia nacional ou congresso",1994,Lei Ordinária
"Art. 2o O inciso V do art. 72 do Ato das Disposições Constitucionais Transitórias
passa a vigorar com a seguinte redação:
“V – a parcela do produto da arrecadação da contribuição de que
trata a Lei Complementar no 7, de 7 de setembro de 1970, devida
pelas pessoas jurídicas a que se refere o inciso III deste artigo, a qual
será calculada, nos exercícios financeiros de 1994 a 1995, bem assim
nos períodos de 1o de janeiro de 1996 a 30 de junho de 1997 e de 1o
de julho de 1997 a 31 de dezembro de 1999, mediante a aplicação
210 Constituição da República Federativa do Brasil
da alíquota de setenta e cinco centésimos por cento, sujeita a alte-
ração por lei ordinária posterior, sobre a receita bruta operacional,
como definida na legislação do imposto sobre renda e proventos de
qualquer natureza;”",Contribuição para pessoas jurídicas,O inciso V do artigo 72 da Ato das Disposições Constitucionais Transitórias passa a vigorar com uma nova regra.,"Constituição, Pessoas Jurídicas.","Direito Administrativo, Direito Tributário","- Multas, prisão e advertências.","1.  Termo: Ato das Disposições Constitucionais Transitórias - Refere-se às disposições constitucionais que entram em vigor após a promulgação da Constituição, mas antes de sua entrada em funcionamento",,Lei Ordinária
"Art. 3o A União repassará aos Municípios, do produto da arrecadação do Imposto
sobre a Renda e Proventos de Qualquer Natureza, tal como considerado na constituição
dos fundos de que trata o art. 159, I, da Constituição, excluída a parcela referida no art.
72, I, do Ato das Disposições Constitucionais Transitórias, os seguintes percentuais:
I – um inteiro e cinqüenta e seis centésimos por cento, no período de 1o de julho
de 1997 a 31 de dezembro de 1997;
II – um inteiro e oitocentos e setenta e cinco milésimos por cento, no período de
1o de janeiro de 1998 a 31 de dezembro de 1998;
III – dois inteiros e cinco décimos por cento, no período de 1o de janeiro de 1999
a 31 de dezembro de 1999.
Parágrafo único. O repasse dos recursos de que trata este artigo obedecerá à mesma
periodicidade e aos mesmos critérios de repartição e normas adotadas no Fundo de
Participação dos Municípios, observado o disposto no art. 160 da Constituição.",Repartição do Imposto sobre Renda para Municípios,A União repassa uma parte do imposto sobre a renda para os municípios. A quantidade repassada varia ao longo dos anos,"Municípios, União.","Direito Tributário, Direito Administrativo",Multas -,"1.  Ato das Disposições Constitucionais Transitórias (ADCT): refere-se às disposições constitucionais que são incluídas no final do texto da Constituição, após a lista dos arts., e que estão sujeitas à aprovação por meio de um processo específico",1/07/1997  31/12/1997,Decreto
"Art. 4o Os efeitos do disposto nos arts. 71 e 72 do Ato das Disposições Constitucionais
Transitórias, com a redação dada pelos arts. 1o e 2o desta Emenda, são retroativos a 1o
de julho de 1997.
Parágrafo único. As parcelas de recursos destinados ao Fundo de Estabilização Fiscal
e entregues na forma do art. 159, I, da Constituição, no período compreendido entre
1o de julho de 1997 e a data de promulgação desta Emenda, serão deduzidos das cotas
subseqüentes, limitada a dedução a um décimo do valor total entregue em cada mês.",Efeitos da Emenda Constitucional Transitória,"Os efeitos do artigo 71 e 72 da Ato das Disposições Constitucionais Transitórias, com a redação dada pela emenda atualizada, são retroativos a 1º de julho de 1997. Isso significa que as regras estabelecidas nesses arts começam a valer desde essa data","Fundo de Estabilização Fiscal, Constituição.","Direito Tributário, Direito Administrativo",Multas.,"1. Ato das Disposições Constitucionais Transitórias, redação dada pelos arts. 1º e 2º da Emenda: Refere-se às alterações introduzidas nas disposições constitucionais transitórias por meio de uma emenda à Constituição",1o de julho de 1997,Decreto
"Art. 5o Observado o disposto no artigo anterior, a União aplicará as disposições do",Disposição da Lei Federal,"O artigo 5º estabelece regras gerais sobre a aplicação das disposições do artigo anterior, especificando como a União deve agir.","União, Disposições.","Direito Constitucional, Direito Administrativo",-,"1. Disposto, significa as regras e normas estabelecidas em um documento legal, nesse caso no artigo anterior",12 de março de 2021,Decreto
art. 3o desta emenda retroativamente a 1o de julho de 1997.,Responsabilidade Aumenta para dois anos a pena prevista na Lei nº,Este artigo retroage a mudança feita no dia 1º de julho de 1997.,"Pessoa, Julho.","Direito Constitucional, Direito Penal","Multas, prisão e advertências","1. Retroativamente - Aplicação de um direito a um período anterior ao seu promulgamento, geralmente para retroceder em benefícios concedidos após o início do novo regime legal",01/07/1997,Decreto
